Company Pair,Count
"('Pembina', 'Vermilion Energy')",8
"('Alliance', 'RMP Energy')",8
"('Canadian Natural Resources', 'ConocoPhillips')",8
"('Athabasca Oil Corporation', 'ESG')",7
"('Enverus', 'Southwestern Energy')",7
"('Continental', 'Occidental')",7
"('Alberta Energy Regulator', 'Obsidian Energy')",7
"('Anadarko Petroleum', 'BP')",7
"('Bloomberg', 'Saudi Aramco')",7
"('APA', 'ExxonMobil')",7
"('DOE', 'Fervo Energy')",7
"('Shell', 'Technip')",7
"('Enbridge', 'SLB')",7
"('ExxonMobil', 'Google')",7
"('Occidental', 'PDC Energy')",7
"('China National Offshore Oil ', 'ExxonMobil')",7
"('Crescent Point', 'Shell')",7
"('Goldman Sachs', 'Shell')",7
"('Crescent Point', 'Hammerhead Energy')",7
"('Golden Pass', 'New Fortress Energy')",7
"('Crescent Point', 'Whitecap')",7
"('BG', 'Statoil')",7
"('EOG', 'Occidental')",7
"('Eastern', 'Goldman Sachs')",7
"('APA', 'TotalEnergies')",7
"('ExxonMobil', 'Technip')",7
"('Continental', 'Petoro')",7
"('Freeport LNG', 'New Fortress Energy')",7
"('Google', 'SLB')",7
"('Chevron', 'Concho Resources')",7
"('Chevron', 'Rosneft')",7
"('Concho Resources', 'Occidental')",7
"('FPSO', 'Petoro')",7
"('Rystad Energy', 'TotalEnergies')",7
"('Occidental', 'Oxy Low Carbon Ventures')",7
"('Snorre', 'Tampen')",7
"('Baytex', 'CNRL')",7
"('Sakhalin Energy', 'Shell')",7
"('Gazprom', 'Sakhalin Energy')",7
"('Kinder Morgan', 'Statoil')",7
"('EnLink Midstream', 'MPLX')",7
"('Pembina', 'Tourmaline')",7
"('Alliance', 'Mitsubishi')",7
"('Earthstone', 'Permian Resources')",7
"('Kosmos Energy', 'Shell')",7
"('Chesapeake', 'Shell')",7
"('Keystone', 'Statoil')",7
"('Amazon', 'Google')",7
"('BP', 'Google')",7
"('Alliance', 'NuVista Energy')",7
"('BP', 'Barclays')",7
"('ConocoPhillips', 'Royal Dutch Shell')",7
"('BP', 'NOV')",7
"('Beacon Offshore', 'Chevron')",7
"('Baker Hughes', 'Rosneft')",7
"('DOE', 'ExxonMobil')",7
"('Sure Energy', 'Tamarack Valley')",7
"('Marathon Oil', 'Occidental')",7
"('Mitsubishi', 'Twitter')",7
"('China National Offshore Oil ', 'Nexen')",7
"('Concho Resources', 'Diamondback Energy')",7
"('Concho Resources', 'Devon Energy')",7
"('Chevron', 'Kuwait Oil')",7
"('Carbon Solutions', 'Shell')",7
"('Baker Hughes', 'CNOOC')",7
"('Saudi Aramco', 'TotalEnergies')",7
"('Eastern', 'Energy Transfer Partners')",7
"('AIME', 'SLB')",7
"('Equinor', 'Stabroek')",7
"('Petoro', 'TotalEnergies')",7
"('APA', 'Enverus')",7
"('ExxonMobil', 'Nexen')",7
"('Alliance', 'Storm Resources')",7
"('Cameron', 'Kinder Morgan')",7
"('Kinder Morgan', 'Suncor')",7
"('Parsley Energy', 'Rystad Energy')",7
"('Continental', 'Rystad Energy')",7
"('Continental', 'IHS')",7
"('Chesapeake', 'Halliburton')",7
"('Chevron', 'IHS')",7
"('Eagle Ford', 'Equinor')",7
"('EXPEC', 'SLB')",7
"('Concho Resources', 'Parsley Energy')",7
"('Equinor', 'Transocean')",7
"('Devon Energy', 'Statoil')",7
"('APA', 'Shell')",7
"('Equinor', 'NOV')",7
"('ExxonMobil', 'Vermilion Energy')",7
"('Husky Energy', 'Keystone')",7
"('BP', 'UN')",7
"('Amoco', 'BP')",7
"('Alberta Energy Regulator', 'Perpetual Energy')",7
"('ExxonMobil', 'PLC')",7
"('Lightstream Resources', 'Pembina')",7
"('Groningen', 'Shell')",7
"('NOV', 'Shell')",7
"('OMV', 'Saudi Aramco')",7
"('Cameron', 'Eastern')",7
"('Chevron', 'Twitter')",7
"('Eastern', 'Rosneft')",7
"('Baker Hughes', 'Eastern')",7
"('Alliance', 'Arsenal Energy')",7
"('Alberta Energy Regulator', 'Razor Energy')",7
"('Eagle Ford', 'Parsley Energy')",7
"('Devon Energy', 'Ovintiv')",7
"('Rosneft', 'TotalEnergies')",7
"('Equinor', 'Gazprom')",7
"('ESG', 'Whitecap')",7
"('Rystad Energy', 'Stabroek')",7
"('Canadian Natural Resources', 'PrairieSky Royalty')",7
"('APA', 'Continental')",7
"('Alliance', 'Dakota Access Pipeline')",7
"('ESG', 'Leucrotta ')",7
"('Repsol', 'TotalEnergies')",7
"('Civitas Resources', 'Enverus')",7
"('Alliance', 'Baker Hughes')",7
"('SLB', 'Statoil')",7
"('Eagle Ford', 'Repsol')",7
"('Mapan Energy', 'Tourmaline')",7
"('Chesapeake', 'EOG')",7
"('McDaniel & Associates Consultants', 'Pipestone Energy')",7
"('Carbon Solutions', 'Equinor')",7
"('American Petroleum Institute', 'Ocean Energy')",7
"('Deloitte', 'KPMG')",7
"('TotalEnergies', 'Transocean')",7
"('Gran Tierra Energy', 'i3 Energy')",7
"('Novatek', 'Rosneft')",7
"('Santonia Energy', 'Tourmaline')",7
"('Bloomberg', 'Eastern')",7
"('Anadarko Petroleum', 'Eagle Ford')",7
"('Chevron', 'Murphy Oil')",7
"('Alliance', 'Statoil')",7
"('Ovintiv', 'Tourmaline')",7
"('Halliburton', 'Statoil')",6
"('China National Offshore Oil ', 'FPSO')",6
"('ADNOC', 'Gazprom')",6
"('Bloomberg', 'Keystone')",6
"('Alberta Energy Regulator', 'BlackPearl Resources')",6
"('ExxonMobil', 'Murphy Oil')",6
"('Diamondback Energy', 'EOG')",6
"('Mitsubishi', 'Sakhalin Energy')",6
"('Cenovus', 'Intel')",6
"('Alberta Energy Regulator', 'ExxonMobil')",6
"('Tourmaline', 'Whitecap')",6
"('Idemitsu', 'Shell')",6
"('Apple', 'Shell')",6
"('Barclays', 'PLC')",6
"('Chevron', 'Range Resources')",6
"('Neptune', 'Shell')",6
"('Arsenal Energy', 'Deloitte')",6
"('Baker Hughes', 'FPSO')",6
"('ExxonMobil', 'Papua')",6
"('FLNG', 'FPSO')",6
"('Alberta Energy Regulator', 'Deloitte')",6
"('Pembina', 'Samsung')",6
"('Enbridge', 'RBN Energy')",6
"('Petoro', 'Shell')",6
"('Petrogal', 'Shell')",6
"('Athabasca Oil Corporation', 'Statoil')",6
"('Callon Petroleum', 'Enverus')",6
"('Eastern', 'Pengrowth Energy Corporation')",6
"('Shell', 'Stabroek')",6
"('Apache', 'Diamondback Energy')",6
"('Equinor', 'Raia')",6
"('PLC', 'Twitter')",6
"('Baker Hughes', 'Saipem')",6
"('Equinor', 'Seadrill')",6
"('Deloitte', 'Kinder Morgan')",6
"('ADNOC', 'TotalEnergies')",6
"('Google', 'Microsoft')",6
"('Alliance', 'Keyera')",6
"('Eagle Ford', 'Saudi Aramco')",6
"('ExxonMobil', 'GE')",6
"('Equinor', 'SSE ')",6
"('Blackbird Energy', 'McDaniel & Associates Consultants')",6
"('One Stone Energy Partners', 'Stone Energy')",6
"('AAPG', 'Chevron')",6
"('ExxonMobil', 'INPEX')",6
"('Occidental', 'Repsol')",6
"('Alberta Energy Regulator', 'CNRL')",6
"('Talisman', 'Twitter')",6
"('Pemex', 'Shell')",6
"('DOE', 'Equinor')",6
"('Mapan Energy', 'Perpetual Energy')",6
"('Chevron', 'DOE')",6
"('Ecopetrol', 'TotalEnergies')",6
"('Crescent Point', 'Twitter')",6
"('Amazon', 'SLB')",6
"('Amazon', 'BP')",6
"('Eastern', 'Occidental')",6
"('Gazprom', 'TotalEnergies')",6
"('CAPP', 'Suncor')",6
"('American Petroleum Institute', 'Petroleum Reserve')",6
"('Cenovus', 'Headwater Exploration')",6
"('Cenovus', 'Pembina')",6
"('BP', 'Royal Dutch Shell')",6
"('GE', 'Halliburton')",6
"('AIME', 'Chevron')",6
"('Tellurian', 'Venture Global')",6
"('ESG', 'FPSO')",6
"('Eastern', 'Keyera')",6
"('Pembina', 'Petrus Resources')",6
"('Petroleum Reserve', 'Shell')",6
"('AIME', 'Halliburton')",6
"('Google', 'Twitter')",6
"('Gazprom', 'Venture Global')",6
"('NNPC', 'Shell')",6
"('Equinor', 'Spirit Energy')",6
"('Equinor', 'Technip')",6
"('Chevron', 'KUFPEC')",6
"('Baker Hughes', 'Helmerich & Payne')",6
"('Anadarko Petroleum', 'ConocoPhillips')",6
"('Chesapeake', 'Rystad Energy')",6
"('Deltastream Energy Corporation', 'ESG')",6
"('Chevron', 'Mitsubishi')",6
"('BP', 'Tesla')",6
"('ConocoPhillips', 'OMV')",6
"('BP', 'BPX')",6
"('Carbon Solutions', 'Denbury')",6
"('Cenovus', 'Goldman Sachs')",6
"('APA', 'BP')",6
"('Aker BP', 'OMV')",6
"('Cameron', 'PrairieSky Royalty')",6
"('Deltastream Energy Corporation', 'Tamarack Valley')",6
"('AltaGas', 'Deloitte')",6
"('Chevron', 'Kinder Morgan')",6
"('BP', 'DNO')",6
"('Eastern', 'Novatek')",6
"('Gazprom', 'ONGC')",6
"('ONGC', 'TotalEnergies')",6
"('Baker Hughes', 'Cameron')",6
"('Enbridge', 'SAS')",6
"('Equinor', 'Hammerfest LNG')",6
"('Eagle Ford', 'Enbridge')",6
"('DOE', 'Venture Global')",6
"('AIME', 'Shell')",6
"('China National Petroleum', 'Shell')",6
"('Alliance', 'Tourmaline')",6
"('CNOOC', 'Repsol')",6
"('Halliburton', 'OMV')",6
"('McDaniel & Associates Consultants', 'Twitter')",6
"('ESG', 'Husky Energy')",6
"('Saipem', 'Shell')",6
"('Alliance', 'Pipestone Energy')",6
"('Cenovus', 'Rystad Energy')",6
"('Concho Resources', 'Eagle Ford')",6
"('Eagle Ford', 'XTO')",6
"('Apache', 'Parsley Energy')",6
"('INPEX', 'Shell')",6
"('Concho Resources', 'Enverus')",6
"('Chevron', 'UN')",6
"('Equinor', 'Siemens')",6
"('Equinor', 'YPF')",6
"('BP', 'Reliance Industries')",6
"('BP', 'Chesapeake')",6
"('Saturn', 'Tourmaline')",6
"('EOG', 'Rystad Energy')",6
"('Amazon', 'Baker Hughes')",6
"('Alliance', 'Saudi Aramco')",6
"('ExxonMobil', 'Saipem')",6
"('Imperial Oil', 'XTO')",6
"('GE', 'Shell')",6
"('Altura Energy', 'McDaniel & Associates Consultants')",6
"('Canadian Natural Resources', 'Kinder Morgan')",6
"('Occidental', 'Parsley Energy')",6
"('BP', 'Qatar Petroleum')",6
"('IHS', 'Suncor')",6
"('Continental', 'Eagle Ford')",6
"('Continental', 'Enverus')",6
"('BG', 'Royal Dutch Shell')",6
"('ADNOC', 'Occidental')",6
"('FPSO', 'Suncor')",6
"('Deloitte', 'Eastern')",6
"('Idemitsu', 'Petoro')",6
"('APA', 'ConocoPhillips')",6
"('Baker Hughes', 'Patterson-UTI')",6
"('Black Shire Energy', 'Twin Butte Energy')",6
"('BP', 'Neptune')",6
"('Osum Oil', 'Waterous Energy Fund')",6
"('Nexen', 'Stabroek')",6
"('Alberta Energy Regulator', 'Highwood Oil Company')",6
"('Bechtel', 'Shell')",6
"('Alberta Energy Regulator', 'Athabasca Oil Corporation')",6
"('LinkedIn', 'Twitter')",6
"('Alberta Energy Regulator', 'Cenovus')",6
"('Enbridge', 'Enterprise Products')",6
"('Kinder Morgan', 'MPLX')",6
"('Callon Petroleum', 'Eagle Ford')",6
"('Baytex', 'ESG')",6
"('BP', 'DOE')",6
"('Diamondback Energy', 'SLB')",6
"('Bechtel', 'Rio Grande')",6
"('IHS', 'SLB')",6
"('Devon Energy', 'SM Energy')",6
"('Cheniere Energy', 'Woodside')",6
"('BASF', 'Shell')",6
"('Suncor', 'Whitecap')",6
"('Petroleum Development Oman', 'Shell')",6
"('Southwestern Energy', 'Venture Global')",6
"('Cheniere Energy', 'Southwestern Energy')",6
"('Baker Hughes', 'Gazprom')",6
"('Chevron', 'PLC')",6
"('Eastern', 'Freeport LNG')",6
"('Matador Resources', 'Occidental')",6
"('Amazon', 'Microsoft')",6
"('Ithaca Energy', 'Shell')",6
"('Strathcona Resources', 'Waterous Energy Fund')",6
"('Baker Hughes', 'Woodside')",6
"('Amazon', 'Tesla')",6
"('ExxonMobil', 'Pemex')",6
"('Apache', 'Chesapeake')",6
"('Alberta Energy Regulator', 'ConocoPhillips')",6
"('Cenovus', 'Chevron')",6
"('Kelt Exploration', 'Whitecap')",6
"('Eastern', 'Rystad Energy')",6
"('Antero Resources', 'Chesapeake')",6
"('Antero Resources', 'Southwestern Energy')",6
"('FPSO', 'Woodside')",5
"('FPSO', 'Petrogal')",5
"('Eagle Ford', 'JPT')",5
"('Anadarko Petroleum', 'Eastern')",5
"('Alliance', 'CAPP')",5
"('Eastern', 'Gazprom')",5
"('AIME', 'Eastern')",5
"('NOV', 'National Oilwell Varco')",5
"('ExxonMobil', 'Ocean Energy')",5
"('Mocal Energy', 'Suncor')",5
"('Blackbird Energy', 'Eastern')",5
"('Chevron', 'Tokyo Gas')",5
"('Clearview Resources', 'Pembina')",5
"('ADNOC', 'Woodside')",5
"('Kinder Morgan', 'Occidental')",5
"('Concho Resources', 'Shell')",5
"('BP', 'Lukoil')",5
"('Chevron', 'Coterra Energy')",5
"('Chevron', 'Denbury')",5
"('Baker Hughes', 'Statoil')",5
"('Phillips 66', 'Twitter')",5
"('ExxonMobil', 'Mitsubishi')",5
"('Mitsubishi', 'Rosneft')",5
"('Enbridge', 'MPLX')",5
"('Barclays', 'Chevron')",5
"('Eastern', 'Generations Energy')",5
"('ExxonMobil', 'Golden Pass')",5
"('ADNOC', 'Abu Dhabi National Energy Company')",5
"('Mitsubishi', 'TotalEnergies')",5
"('CNOOC', 'Woodside')",5
"('Pembina', 'Storm Resources')",5
"('Devon Energy', 'ResFrac')",5
"('Alliance', 'Birchcliff Energy')",5
"('Alberta Energy Regulator', 'Bellatrix Exploration')",5
"('EnLink Midstream', 'Kinder Morgan')",5
"('ConocoPhillips', 'Woods')",5
"('Pembina', 'Prairie Storm Resources')",5
"('Pemex', 'Statoil')",5
"('ESG', 'Ovintiv')",5
"('Chevron', 'Marathon Oil')",5
"('Bloomberg', 'SLB')",5
"('Baker Hughes', 'Liberty Energy')",5
"('Apache', 'Callon Petroleum')",5
"('Perpetual Energy', 'PwC')",5
"('Baker Hughes', 'Diamondback Energy')",5
"('Baker Hughes', 'ChampionX')",5
"('Bloomberg', 'CNPC')",5
"('Gran Tierra Energy', 'PLC')",5
"('Chevron', 'Qatar Petroleum')",5
"('BP', 'ENI')",5
"('CNRL', 'Shell')",5
"('BP', 'EOG')",5
"('Cenovus', 'IHS')",5
"('IHS', 'Kinder Morgan')",5
"('Korea Gas', 'Twitter')",5
"('ConocoPhillips', 'Rystad Energy')",5
"('SLB', 'Subsea 7')",5
"('Continental', 'Neptune')",5
"('Equinor', 'Ithaca Energy')",5
"('BP', 'Beacon Offshore')",5
"('Alliance', 'Blackbird Energy')",5
"('ExxonMobil', 'UN')",5
"('Alliance', 'Continental')",5
"('Alliance', 'TotalEnergies')",5
"('Chesapeake', 'Eastern')",5
"('AccuWeather', 'Cheniere Energy')",5
"('Dell', 'Southwestern Energy')",5
"('Baker Hughes', 'EOG')",5
"('ADNOC', 'Rystad Energy')",5
"('CNPC', 'Chevron')",5
"('Anegada', 'ESG')",5
"('Alberta Energy Regulator', 'Trilogy Energy')",5
"('Baker Hughes', 'Google')",5
"('Chevron', 'Novatek')",5
"('China National Petroleum', 'Gazprom')",5
"('CNOOC', 'Gazprom')",5
"('CNPC', 'Gazprom')",5
"('Shell', 'XTO')",5
"('Apache', 'Equinor')",5
"('Antero Resources', 'Comstock Resources')",5
"('Idemitsu', 'OMV')",5
"('Alliance', 'Energy Transfer Partners')",5
"('Elkhorn Resources', 'Vermilion Energy')",5
"('APA', 'Rystad Energy')",5
"('Equinor', 'INPEX')",5
"('BG', 'Mitsubishi')",5
"('ESG', 'TotalEnergies')",5
"('Pembina', 'RMP Energy')",5
"('Continental', 'Parsley Energy')",5
"('ResFrac', 'Shell')",5
"('ESG', 'Petroleum Reserve')",5
"('AAPG', 'SLB')",5
"('AAPG', 'Shell')",5
"('Anadarko Petroleum', 'Statoil')",5
"('Kuwait Oil', 'SLB')",5
"('CNOOC', 'Rystad Energy')",5
"('BP', 'Stabroek')",5
"('FPSO', 'Transocean')",5
"('Bloomberg', 'Repsol')",5
"('Cameron', 'Chesapeake')",5
"('Enbridge', 'Rio Grande')",5
"('CNRL', 'Kelt Exploration')",5
"('Ovintiv', 'Piedra Resources')",5
"('Chesapeake', 'SLB')",5
"('CNRL', 'Ovintiv')",5
"('Comstock Resources', 'Enverus')",5
"('Aker BP', 'DNO')",5
"('Cameron', 'Chevron')",5
"('CNOOC', 'Eastern')",5
"('Shell', 'Venture Global')",5
"('ExxonMobil', 'Kelt Exploration')",5
"('Black Swan', 'Ovintiv')",5
"('Goldman Sachs', 'Petroleum Reserve')",5
"('Chevron', 'IOR Pioneer')",5
"('Cenovus', 'Ovintiv')",5
"('Rio Grande', 'Shell')",5
"('Canadian Oil Sands', 'Mocal Energy')",5
"('Halliburton', 'Nabors Industries')",5
"('Alberta Energy Regulator', 'Ivanhoe Energy')",5
"('Eagle Ford', 'Mitsubishi')",5
"('Denbury', 'ExxonMobil')",5
"('McDaniel & Associates Consultants', 'Tamarack Valley')",5
"('Goldman Sachs', 'Ovintiv')",5
"('Helmerich & Payne', 'Patterson-UTI')",5
"('EXPEC', 'Shell')",5
"('Indian Oil', 'PETRONAS')",5
"('Indian Oil', 'Progress Energy')",5
"('Enverus', 'PDC Energy')",5
"('ExxonMobil', 'Kinder Morgan')",5
"('ConocoPhillips', 'Texaco')",5
"('Centrica', 'Shell')",5
"('CNPC', 'Equinor')",5
"('Chevron', 'INPEX')",5
"('Chevron', 'Technip')",5
"('Equinor', 'Microsoft')",5
"('Chevron', 'Venture Global')",5
"('NNPC', 'Saudi Aramco')",5
"('Baker Hughes', 'Venture Global')",5
"('Black Swan', 'Piedra Resources')",5
"('Quantum', 'Rockcliff Energy')",5
"('Pembina', 'Pipestone Energy')",5
"('Bonterra Energy', 'ESG')",5
"('Cenovus', 'Tamarack Valley')",5
"('AIME', 'Saudi Aramco')",5
"('NuVista Energy', 'Pembina')",5
"('Bellatrix Exploration', 'Keyera')",5
"('Repsol', 'SLB')",5
"('Alliance', 'Chinook Energy')",5
"('ConocoPhillips', 'Parsley Energy')",5
"('Shell', 'Texaco')",5
"('SLB', 'Texaco')",5
"('Saudi Aramco', 'Statoil')",5
"('Ecopetrol', 'Occidental')",5
"('Enverus', 'TotalEnergies')",5
"('Equinor', 'Rosneft')",5
"('Baytex', 'Tamarack Valley')",5
"('Phillips 66', 'Sunoco')",5
"('EY', 'Twitter')",5
"('Keystone', 'TC Energy Corp')",5
"('Beacon Offshore', 'Transocean')",5
"('Eagle Ford', 'Helmerich & Payne')",5
"('Baker Hughes', 'Bechtel')",5
"('Parsley Energy', 'SLB')",5
"('Continental', 'Keystone')",5
"('ESG', 'Rystad Energy')",5
"('FPSO', 'Raia')",5
"('Occidental', 'Southwestern Energy')",5
"('Chevron', 'Weatherford')",5
"('Pemex', 'Trion')",5
"('Storm Resources', 'Yoho Resources')",5
"('Cenovus', 'Imperial Oil')",5
"('Alberta Energy Regulator', 'Spyglass Resources')",5
"('GDF Suez', 'Vermilion Energy')",5
"('Saipem', 'TotalEnergies')",5
"('Pembina', 'Sure Energy')",5
"('Keystone', 'Petroleum Reserve')",5
"('Alberta Energy Regulator', 'Traverse Energy')",5
"('Repsol', 'Statoil')",5
"('Decarbonization Plus ', 'Riverstone')",5
"('Ovintiv', 'Suncor')",5
"('Equinor', 'Lundin Petroleum')",5
"('Cameron', 'Tourmaline')",5
"('FPSO', 'Kinder Morgan')",5
"('Alberta Energy Regulator', 'Kinder Morgan')",5
"('BP', 'Baytex')",5
"('Alliance', 'Halliburton')",5
"('AccuWeather', 'Freeport LNG')",5
"('KKR', 'Saturn')",5
"('Forbes', 'Shell')",5
"('Chevron', 'Deloitte')",5
"('FPSO', 'Seatrium')",5
"('Esso', 'Nexen')",5
"('Enbridge', 'IHS')",5
"('ExxonMobil', 'Global Energy Group')",5
"('Alberta Energy Regulator', 'Bonterra Energy')",5
"('Egyptian Natural Gas Holding', 'Shell')",5
"('Equinor', 'Goldman Sachs')",5
"('FLNG', 'Shell')",5
"('Clearview Resources', 'McDaniel & Associates Consultants')",5
"('Occidental', 'Permian Resources')",5
"('Devon Energy', 'Equinor')",5
"('Halliburton', 'Kuwait Oil')",5
"('Kuwait Oil', 'Saudi Aramco')",5
"('Bluewater', 'FPSO')",5
"('Diamondback Energy', 'Permian Resources')",5
"('ESG', 'IHS')",5
"('APA', 'Diamondback Energy')",5
"('Eastern', 'PrairieSky Royalty')",5
"('Chesapeake', 'Kinder Morgan')",5
"('Kuwait Oil', 'Shell')",5
"('Twitter', 'Woods')",5
"('Ecopetrol', 'Equinor')",5
"('Baker Hughes', 'Microsoft')",5
"('Newfield Exploration', 'Ovintiv')",5
"('Chevron', 'Harbour Energy')",5
"('Phillips 66', 'Suncor')",5
"('Chevron', 'Southwestern Energy')",5
"('Bloomberg', 'Rystad Energy')",5
"('International Petroleum', 'SLB')",5
"('Apache', 'Halliburton')",5
"('McDaniel & Associates Consultants', 'Questerre')",5
"('Canadian Natural Resources', 'Chevron')",5
"('Pengrowth Energy Corporation', 'Waterous Energy Fund')",5
"('Apache', 'BP')",5
"('BP', 'Ecopetrol')",5
"('Chesapeake', 'Marathon Oil')",5
"('Rystad Energy', 'YPF')",5
"('Riverstone', 'Talos Energy')",5
"('ADNOC', 'OMV')",5
"('ADNOC', 'Eastern')",5
"('Qana', 'TotalEnergies')",5
"('ExxonMobil', 'FLNG')",5
"('Eagle Ford', 'WildFire Energy')",5
"('CNOOC', 'Rosneft')",5
"('Nexen', 'Twitter')",5
"('Apache', 'Baker Hughes')",5
"('Google', 'Keystone')",5
"('Occidental', 'Ocean Energy')",5
"('Athabasca Oil Corporation', 'Enbridge')",5
"('Barclays', 'Eagle Ford')",5
"('Freehold Royalties', 'Pembina')",5
"('EOG', 'Halliburton')",5
"('ExxonMobil', 'OMV')",5
"('Cenovus', 'Devon Energy')",5
"('Trion', 'Woodside')",5
"('Kinder Morgan', 'Shell')",5
"('BASF', 'OMV')",5
"('Apple', 'Saudi Aramco')",5
"('Peyto Exploration & Development', 'Repsol')",5
"('McDaniel & Associates Consultants', 'XTO')",5
"('Halliburton', 'Helmerich & Payne')",5
"('Blackbird Energy', 'Pipestone Energy')",5
"('Apple', 'Twitter')",5
"('Lukoil', 'Shell')",5
"('Data Gumbo', 'Shell')",5
"('Alliance', 'GE')",5
"('Alliance', 'Equinor')",5
"('Gazprom', 'OMV')",5
"('Eagle Ford', 'Validus Energy')",5
"('ConocoPhillips', 'XTO')",5
"('Amazon', 'ExxonMobil')",5
"('Data Gumbo', 'Equinor')",5
"('ESG', 'Emerson')",5
"('Eastern', 'Ocean Energy')",5
"('DNV', 'Equinor')",5
"('Black & Veatch', 'FLNG')",5
"('IHS', 'Occidental')",5
"('Keyera', 'Kinder Morgan')",5
"('Diamondback Energy', 'Matador Resources')",5
"('Diamondback Energy', 'Marathon Oil')",5
"('ExxonMobil', 'Venture Global')",5
"('BP', 'Parsley Energy')",5
"('Cheniere Energy', 'Eastern')",5
"('Chevron', 'Kiewit')",5
"('AltaGas', 'Edison')",5
"('DNV', 'Shell')",5
"('Alberta Energy Regulator', 'KBR')",5
"('BP', 'Idemitsu')",5
"('Chevron', 'Vanguard')",5
"('Cameron', 'Equinor')",5
"('FLNG', 'Samsung')",5
"('Baker Hughes', 'ESG')",5
"('Emerson', 'Shell')",5
"('Baker Hughes', 'Freeport LNG')",5
"('Aker BP', 'Idemitsu')",5
"('Shell', 'Tokyo Gas')",5
"('Woods', 'XTO')",5
"('Dakota Access Pipeline', 'Eastern')",5
"('Alliance', 'Long Run Exploration')",4
"('Eagle Ford', 'Global Energy Group')",4
"('Keyera', 'McDaniel & Associates Consultants')",4
"('Bloomberg', 'Rosneft')",4
"('Alliance', 'Razor Energy')",4
"('Alberta Energy Regulator', 'Clearview Resources')",4
"('Stone Energy', 'Yoho Resources')",4
"('One Stone Energy Partners', 'Yoho Resources')",4
"('Tokyo Gas', 'TotalEnergies')",4
"('Ensign Natural Resources', 'Enverus')",4
"('BP', 'Samson')",4
"('Anderson Energy', 'Pembina')",4
"('Eagle Energy', 'Privateco')",4
"('Privateco', 'UN')",4
"('FPSO', 'SLB')",4
"('Alliance', 'XTO')",4
"('CNRL', 'Tamarack Valley')",4
"('Suncor', 'Tamarack Valley')",4
"('ATCO', 'Shell')",4
"('American Petroleum Institute', 'ConocoPhillips')",4
"('Husky Energy', 'Phillips 66')",4
"('Eastern', 'ORLEN Upstream')",4
"('TotalEnergies', 'Twitter')",4
"('Eagle Ford', 'Permian Resources')",4
"('International Petroleum', 'McDaniel & Associates Consultants')",4
"('BP', 'Murphy Oil')",4
"('Murphy Oil', 'Shell')",4
"('ADNOC', 'Weatherford')",4
"('Chevron', 'PTT Exploration and Production')",4
"('EOG', 'Eastern')",4
"('Goldman Sachs', 'Riverstone')",4
"('Eastern', 'Suncor')",4
"('Bellatrix Exploration', 'McDaniel & Associates Consultants')",4
"('McDaniel & Associates Consultants', 'Twin Butte Energy')",4
"('Alliance', 'SAS')",4
"('Eastern', 'SAS')",4
"('Baker Hughes', 'Range Resources')",4
"('BP', 'Lundin Petroleum')",4
"('Cameron', 'Eagle Ford')",4
"('Lukoil', 'Rosneft')",4
"('KKR', 'Mitsubishi')",4
"('Mitsubishi', 'Saturn')",4
"('SLB', 'UN')",4
"('Keystone', 'Shell')",4
"('ExxonMobil', 'Marathon Petroleum Corp')",4
"('Cimarex Energy', 'Occidental')",4
"('Carbon Solutions', 'Chevron')",4
"('Reignwood Resources Holding', 'Twin Butte Energy')",4
"('Pioneer Energy', 'Suncor')",4
"('Long Run Exploration', 'MIE Holdings Corporation')",4
"('Pioneer Energy', 'Twitter')",4
"('PrairieSky Royalty', 'Range Royalty')",4
"('Birchcliff Energy', 'Pembina')",4
"('ONGC', 'Statoil')",4
"('Suncor', 'Tourmaline')",4
"('BP', 'KKR')",4
"('Elkhorn Resources', 'GDF Suez')",4
"('Chevron', 'Global Energy Group')",4
"('Cheniere Energy', 'Rystad Energy')",4
